ID_shower,E0,theta0,Nmuons,Class
8539.00000,6128.52979,   0.00000, 150.00000,   0.00000
7259.00000,8460.12012,   0.00000, 167.00000,   0.00000
7260.00000,7949.41016,   0.00000, 214.00000,   0.00000
7261.00000,6382.77979,   0.00000, 158.00000,   0.00000
7262.00000,9472.91992,   0.00000, 256.00000,   0.00000
7263.00000,7654.89990,   0.00000, 227.00000,   0.00000
7264.00000,6962.99023,   0.00000, 213.00000,   0.00000
7265.00000,9237.70020,   0.00000, 247.00000,   0.00000
7224.00000,7609.14014,   0.00000, 170.00000,   0.00000
7225.00000,7011.97998,   0.00000, 169.00000,   0.00000
7226.00000,6907.91016,   0.00000, 218.00000,   0.00000
7227.00000,6601.66992,   0.00000, 248.00000,   0.00000
7228.00000,7165.00000,   0.00000, 209.00000,   0.00000
7229.00000,7331.20020,   0.00000, 178.00000,   0.00000
7230.00000,7798.91016,   0.00000, 180.00000,   0.00000
18956.00000,74051.50000,   0.00000,1863.00000,   0.00000
18957.00000,84437.85156,   0.00000,1385.00000,   0.00000
18958.00000,68027.96094,   0.00000,1440.00000,   0.00000
18959.00000,77756.77344,   0.00000,1281.00000,   0.00000
18960.00000,74384.32031,   0.00000,1549.00000,   0.00000
18961.00000,67769.81250,   0.00000,1594.00000,   0.00000
18962.00000,83886.89844,   0.00000,1772.00000,   0.00000
5012.00000,9360.50000,   0.00000, 226.00000,   0.00000
5013.00000,8147.77979,   0.00000, 188.00000,   0.00000
5014.00000,6881.58984,   0.00000, 243.00000,   0.00000
5015.00000,6977.10986,   0.00000, 175.00000,   0.00000
5016.00000,9206.76953,   0.00000, 195.00000,   0.00000
5017.00000,7226.62988,   0.00000, 173.00000,   0.00000
5018.00000,6413.39990,   0.00000, 187.00000,   0.00000
4830.00000,28792.50977,   0.00000, 591.00000,   0.00000
4831.00000,32742.08008,   0.00000, 680.00000,   0.00000
4832.00000,36609.35938,   0.00000, 808.00000,   0.00000
4833.00000,33828.42188,   0.00000, 859.00000,   0.00000
4834.00000,28947.00977,   0.00000, 715.00000,   0.00000
4835.00000,36558.94922,   0.00000, 743.00000,   0.00000
4836.00000,30570.99023,   0.00000, 621.00000,   0.00000
7007.00000,17232.55078,   0.00000, 386.00000,   0.00000
7008.00000,16729.67969,   0.00000, 406.00000,   0.00000
7009.00000,17617.10938,   0.00000, 546.00000,   0.00000
7010.00000,16374.01953,   0.00000, 458.00000,   0.00000
7011.00000,17572.84961,   0.00000, 483.00000,   0.00000
7012.00000,22837.18945,   0.00000, 462.00000,   0.00000
7013.00000,15867.03027,   0.00000, 446.00000,   0.00000
4879.00000,27799.60938,   0.00000, 832.00000,   0.00000
4880.00000,25494.21094,   0.00000, 709.00000,   0.00000
4881.00000,34505.75000,   0.00000, 822.00000,   0.00000
4882.00000,30435.06055,   0.00000, 540.00000,   0.00000
4883.00000,31283.01953,   0.00000, 681.00000,   0.00000
4884.00000,26193.38086,   0.00000, 667.00000,   0.00000
4885.00000,37634.26172,   0.00000, 831.00000,   0.00000
22386.00000,9924.41016,   0.00000, 324.00000,   0.00000
22387.00000,9118.49023,   0.00000, 220.00000,   0.00000
22388.00000,7044.00000,   0.00000, 150.00000,   0.00000
22389.00000,8949.03027,   0.00000, 249.00000,   0.00000
22390.00000,8363.58008,   0.00000, 209.00000,   0.00000
22391.00000,8342.20996,   0.00000, 240.00000,   0.00000
22392.00000,7321.27979,   0.00000, 147.00000,   0.00000
3997.00000,11864.37012,   0.00000, 362.00000,   0.00000
3998.00000,27555.16992,   0.00000, 681.00000,   0.00000
3999.00000,27157.17969,   0.00000, 720.00000,   0.00000
4000.00000,37068.19922,   0.00000, 813.00000,   0.00000
4001.00000,33631.58984,   0.00000, 849.00000,   0.00000
4002.00000,29724.36914,   0.00000, 683.00000,   0.00000
4003.00000,32742.68945,   0.00000, 899.00000,   0.00000
8078.00000,89337.03906,   0.00000,1748.00000,   0.00000
8079.00000,91108.61719,   0.00000,1851.00000,   0.00000
8080.00000,66248.71094,   0.00000,1331.00000,   0.00000
8081.00000,63870.57031,   0.00000,1136.00000,   0.00000
8082.00000,71839.21094,   0.00000,1345.00000,   0.00000
8083.00000,68448.57031,   0.00000,1280.00000,   0.00000
8084.00000,81857.15625,   0.00000,1732.00000,   0.00000
1617.00000,52219.78125,   0.00000,1309.00000,   0.00000
1618.00000,41782.91016,   0.00000,1266.00000,   0.00000
1619.00000,49705.12891,   0.00000,1128.00000,   0.00000
1620.00000,51829.16016,   0.00000,1124.00000,   0.00000
1621.00000,62806.96094,   0.00000,1139.00000,   0.00000
1622.00000,44468.23828,   0.00000, 846.00000,   0.00000
1623.00000,61148.03906,   0.00000,1294.00000,   0.00000
19348.00000,66903.10156,   0.00000,1518.00000,   0.00000
19349.00000,66152.77344,   0.00000,1418.00000,   0.00000
19350.00000,67248.38281,   0.00000,1620.00000,   0.00000
19351.00000,70941.18750,   0.00000,1442.00000,   0.00000
19352.00000,76367.75000,   0.00000,1575.00000,   0.00000
19353.00000,87211.04688,   0.00000,2099.00000,   0.00000
19354.00000,91883.17188,   0.00000,1852.00000,   0.00000
15841.00000,50686.75000,   0.00000,1152.00000,   0.00000
15842.00000,42270.28906,   0.00000,1116.00000,   0.00000
15843.00000,43807.23047,   0.00000,1056.00000,   0.00000
15844.00000,52445.76953,   0.00000,1159.00000,   0.00000
15845.00000,40004.83984,   0.00000,1052.00000,   0.00000
15846.00000,51264.17188,   0.00000,1233.00000,   0.00000
15847.00000,47848.80078,   0.00000, 995.00000,   0.00000
9590.00000,35235.80078,   0.00000, 816.00000,   0.00000
9591.00000,27502.02930,   0.00000, 909.00000,   0.00000
9592.00000,34977.76172,   0.00000, 765.00000,   0.00000
9593.00000,29419.64062,   0.00000, 751.00000,   0.00000
9594.00000,27821.36914,   0.00000, 624.00000,   0.00000
9595.00000,58540.19141,   0.00000,1070.00000,   0.00000
9596.00000,48281.91016,   0.00000,1098.00000,   0.00000
 854.00000,17322.68945,   0.00000, 448.00000,   0.00000
 855.00000,20355.44922,   0.00000, 569.00000,   0.00000
 856.00000,22097.50000,   0.00000, 515.00000,   0.00000
 857.00000,17350.73047,   0.00000, 413.00000,   0.00000
 858.00000,17776.90039,   0.00000, 442.00000,   0.00000
 859.00000,18097.11914,   0.00000, 479.00000,   0.00000
 860.00000,20317.89062,   0.00000, 478.00000,   0.00000
10318.00000,15287.16992,   0.00000, 376.00000,   0.00000
10319.00000,14766.28027,   0.00000, 343.00000,   0.00000
10320.00000,12347.15039,   0.00000, 367.00000,   0.00000
10321.00000,10003.62988,   0.00000, 275.00000,   0.00000
10322.00000,11655.73047,   0.00000, 267.00000,   0.00000
10323.00000,12333.05957,   0.00000, 241.00000,   0.00000
10324.00000,10194.73047,   0.00000, 236.00000,   0.00000
2583.00000,63212.89062,   0.00000,1346.00000,   0.00000
2584.00000,96622.65625,   0.00000,1867.00000,   0.00000
2585.00000,79815.06250,   0.00000,1683.00000,   0.00000
2586.00000,67572.95312,   0.00000,1654.00000,   0.00000
2587.00000,95762.74219,   0.00000,2157.00000,   0.00000
2588.00000,86679.90625,   0.00000,1734.00000,   0.00000
2589.00000,74609.00000,   0.00000,1687.00000,   0.00000
29372.00000,75327.52344,   0.00000,1610.00000,   0.00000
29373.00000,70096.03125,   0.00000,1371.00000,   0.00000
29374.00000,71023.00781,   0.00000,1346.00000,   0.00000
29375.00000,10676.01953,   0.00000, 288.00000,   0.00000
29376.00000,12010.38965,   0.00000, 283.00000,   0.00000
29377.00000,14965.33984,   0.00000, 405.00000,   0.00000
29378.00000,14242.34961,   0.00000, 325.00000,   0.00000
10381.00000,14954.25000,   0.00000, 444.00000,   0.00000
10382.00000,12692.95996,   0.00000, 267.00000,   0.00000
10383.00000,11556.40039,   0.00000, 287.00000,   0.00000
10384.00000,15312.44043,   0.00000, 490.00000,   0.00000
10385.00000,15047.41992,   0.00000, 425.00000,   0.00000
10386.00000,12841.58984,   0.00000, 271.00000,   0.00000
10387.00000,11478.24023,   0.00000, 342.00000,   0.00000
1505.00000,27332.08008,   0.00000, 671.00000,   0.00000
1506.00000,25263.66016,   0.00000, 761.00000,   0.00000
1507.00000,31197.78906,   0.00000, 695.00000,   0.00000
1508.00000,31616.55078,   0.00000, 730.00000,   0.00000
1509.00000,32994.00000,   0.00000, 863.00000,   0.00000
1510.00000,27827.88086,   0.00000, 691.00000,   0.00000
1511.00000,34948.35938,   0.00000, 889.00000,   0.00000
21980.00000,26507.68945,   0.00000, 640.00000,   0.00000
21981.00000,27898.06055,   0.00000, 709.00000,   0.00000
21982.00000,30690.94922,   0.00000, 628.00000,   0.00000
21983.00000,27838.61914,   0.00000, 618.00000,   0.00000
21984.00000,38258.73828,   0.00000, 815.00000,   0.00000
21985.00000,33820.03906,   0.00000, 902.00000,   0.00000
21986.00000,29659.90039,   0.00000, 502.00000,   0.00000
11844.00000,88771.49219,   0.00000,1936.00000,   0.00000
11845.00000,95576.39844,   0.00000,1967.00000,   0.00000
11846.00000,96037.88281,   0.00000,1820.00000,   0.00000
11847.00000,80871.35938,   0.00000,1834.00000,   0.00000
11848.00000,93652.53125,   0.00000,2263.00000,   0.00000
11849.00000,64727.30078,   0.00000,1249.00000,   0.00000
11850.00000,96903.75000,   0.00000,1592.00000,   0.00000
26110.00000,29238.58984,   0.00000, 577.00000,   0.00000
26111.00000,33060.05859,   0.00000, 759.00000,   0.00000
26112.00000,26388.55078,   0.00000, 626.00000,   0.00000
26113.00000,35525.80859,   0.00000, 773.00000,   0.00000
26114.00000,28255.83008,   0.00000, 695.00000,   0.00000
26115.00000,34020.32812,   0.00000, 777.00000,   0.00000
26116.00000,28433.51953,   0.00000, 687.00000,   0.00000
2849.00000,98636.09375,   0.00000,1861.00000,   0.00000
2850.00000,96941.77344,   0.00000,2009.00000,   0.00000
2851.00000,68981.06250,   0.00000,1576.00000,   0.00000
2852.00000,67333.75781,   0.00000,1363.00000,   0.00000
2853.00000,84593.56250,   0.00000,1738.00000,   0.00000
2854.00000,90023.81250,   0.00000,1643.00000,   0.00000
2855.00000,91765.52344,   0.00000,1852.00000,   0.00000
3052.00000,24770.71094,   0.00000, 798.00000,   0.00000
